goat_rank_v4,player_name,player_status,goat_score_v4,goat_pct_v4,pillar4_volume,pillar4_peak,pillar4_context,pillar4_honors,era_scalar_v4,individual_brilliance_score,peak_year_v4,peak_era_mult_v4,prime_team_win_pct,avg_team_win_pct,adj_career_ppg,adj_career_rpg,adj_career_apg,career_per,career_ts_pct,career_bpm,career_vorp,adj_career_ws,n_seasons,career_g,mvp,championships,allstar,all_nba_1st,all_nba_2nd,all_nba_3rd,all_def_1st_v4,all_def_2nd_v4,dpoy,rings_adj_v4,stockton_mult_v4
83,David Thompson,historical,35.08,16.2,21.56086157497198,75.57384696792766,35.54956973928908,7.647058823529412,1.0,55.71,1976,1.08,0.5,0.5,20.8,3.7,2.82,20.0,0.609,1.6,0.4,59.26,9,19.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
84,James Worthy,historical,34.97,15.2,40.69083156205832,74.4658077050339,24.733627867660662,0.0,1.0,37.9,1986,1.08,0.6613333333333333,0.6759166666666667,17.2,4.8,2.87,12.8,0.452,-2.9,-0.4,76.32,12,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
85,Calvin Murphy,historical,34.78,14.1,40.27482164811066,67.23509648995189,31.622654699470836,0.0,1.0,52.09,1974,1.08,0.5,0.5,17.13,1.94,4.07,14.8,0.498,-1.7,0.1,79.15,13,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
86,Jayson Tatum,active,34.62,13.1,20.429763327586933,68.6736650689079,38.37029933980848,10.989304812834225,0.88,72.18,2023,0.9,0.5,0.5,23.05,7.24,3.82,18.9,0.499,1.3,0.1,65.35,9,3.0,0.0,1.0,6.0,2.0,2.0,3.0,0.0,0.0,0.0,1.0,1.0
87,Jaylen Brown,active,34.4,12.1,33.47852071843978,58.994312785632104,41.30489420933305,3.812834224598931,0.88,59.43,2021,0.9,0.5,0.5,20.09,5.55,2.92,22.3,0.57,3.6,2.8,45.92,10,59.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
88,De'Aaron Fox,active,33.21,11.1,35.96772627955183,58.82643192101415,37.32005363622494,0.7352941176470589,0.88,57.62,2023,0.9,0.4842857142857143,0.49,21.26,4.0,6.19,18.0,0.586,2.4,2.0,43.21,11,57.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
89,Spencer Haywood,historical,32.41,10.1,38.182154864678346,67.15789924978723,24.281417913026736,0.0,1.0,43.89,1970,1.08,0.5210909090909092,0.5154666666666666,19.0,9.1,1.67,10.0,0.447,-4.6,-0.5,78.17,15,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
90,Evan Mobley,active,32.4,9.1,22.345052827605365,65.30416951520917,40.19906301065846,1.7352941176470589,0.88,65.37,2024,0.9,0.5,0.5,16.32,8.84,3.05,19.0,0.582,2.9,2.0,32.79,5,51.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
91,Klay Thompson,active,32.4,8.1,35.7086315303753,60.23031104582171,22.253803844695685,11.398395721925134,0.88,28.97,2015,0.9,0.6910000000000001,0.6416153846153846,19.01,3.5,2.3,11.5,0.542,-1.3,0.2,59.4,13,58.0,0.0,4.0,5.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,1.0
92,Scottie Barnes,active,31.77,7.1,26.2378290638705,57.930720120130175,42.92427987493663,0.0,0.88,67.85,2024,0.9,0.5,0.5,17.38,7.52,5.04,18.9,0.574,3.4,2.9,25.06,5,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
93,Pete Maravich,historical,31.67,6.1,29.291609644485114,62.36395476836361,25.938489690854084,9.088235294117647,1.0,44.12,1974,1.08,0.52,0.5183333333333333,21.34,3.43,4.48,15.6,0.547,-1.7,0.0,44.4,12,26.0,0.0,0.0,5.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0
94,Ja Morant,active,28.96,5.1,17.921888507978572,65.78802294627059,28.30539613709376,3.823529411764706,0.88,57.61,2022,0.9,0.5,0.5,22.22,4.57,7.47,16.7,0.521,-1.5,0.1,24.26,7,20.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
95,Paolo Banchero,active,27.71,4.0,22.135400529260167,55.81231538118541,32.15435960070889,0.7352941176470589,0.88,50.0,2024,0.9,0.5,0.5,22.2,7.4,4.67,17.9,0.566,1.4,1.7,15.03,4,55.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
96,Bob Love,historical,27.44,3.0,31.791413087397746,53.93102690440356,24.051247214139696,0.0,1.0,44.72,1970,1.08,0.5,0.5,13.42,4.71,1.07,9.1,0.462,-3.3,-0.1,49.22,16,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
97,Jerry Sloan,historical,25.87,2.0,25.12927175284687,50.36174133817767,27.996689804212963,0.0,1.0,50.96,1967,1.08,0.5,0.5,12.92,6.72,2.28,11.2,0.456,-2.1,0.0,46.52,11,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
98,Bobby Jones,historical,16.76,1.0,6.663567845582413,43.65571979945307,16.71787255914613,0.0,0.97,25.19,2007,1.0,0.5305,0.5261428571428571,3.69,1.94,0.58,3.4,0.25,-2.0,0.0,1.93,7,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
99,Dennis Johnson,historical,4.0,0.0,1.9981995329198838,0.0,2.31103652273489,11.703208556149733,0.97,0.0,1999,1.0,0.5,0.5,1.35,1.51,0.0,0.5,0.333,-10.3,-0.1,-0.11,1,5.0,0.0,3.0,5.0,0.0,3.0,2.0,0.0,0.0,1.0,3.0,1.0
